email,mission_type,host_country,city,address,phone,website,wikidata_qid
,embassy,Lebanon,Beirut,,,https://www.gov.pl/web/liban,http://www.wikidata.org/entity/Q9149571
,embassy,Lebanon,Beirut,,,https://www.gov.pl/web/syria,http://www.wikidata.org/entity/Q30905803
,embassy,Libya,Tripoli,,,https://www.gov.pl/web/libia,http://www.wikidata.org/entity/Q30906918
,embassy,Lithuania,Vilnius,,,https://www.gov.pl/web/litwa,http://www.wikidata.org/entity/Q9149586
,embassy,Luxembourg,Luxembourg,,,https://www.gov.pl/web/luksemburg,http://www.wikidata.org/entity/Q30906057
,embassy,Malaysia,Kuala Lumpur,,,https://www.gov.pl/web/malezja,http://www.wikidata.org/entity/Q9149577
,embassy,Malta,Santa Venera,,,https://www.gov.pl/web/malta,http://www.wikidata.org/entity/Q107478944
,embassy,Mexico,Mexico City,,,https://www.gov.pl/web/meksyk,http://www.wikidata.org/entity/Q30247062
,embassy,Moldova,Chișinău,,,https://www.gov.pl/web/republikamoldawii/,http://www.wikidata.org/entity/Q5369823
,embassy,Mongolia,Ulaanbaatar,,,https://www.gov.pl/web/mongolia,http://www.wikidata.org/entity/Q48845599
,embassy,Montenegro,Podgorica,,,https://www.gov.pl/web/czarnogora,http://www.wikidata.org/entity/Q30906054
,embassy,Morocco,Rabat,,,https://www.gov.pl/web/maroko,http://www.wikidata.org/entity/Q48842998
,embassy,Netherlands,The Hague,,,http://www.haga.msz.gov.pl,http://www.wikidata.org/entity/Q30908453
,embassy,New Zealand,Wellington,,,https://www.gov.pl/web/nowazelandia,http://www.wikidata.org/entity/Q30905790
,embassy,Nigeria,Abuja,,,https://www.gov.pl/web/nigeria,http://www.wikidata.org/entity/Q30909680
,embassy,North Korea,Pyongyang,,,https://pjongjang.msz.gov.pl/pl/,http://www.wikidata.org/entity/Q18747818
,embassy,North Macedonia,Skopje,,,https://www.gov.pl/web/macedoniapolnocna,http://www.wikidata.org/entity/Q30906052
,embassy,Northern Cyprus,Nicosia,,,https://www.gov.pl/web/cypr,http://www.wikidata.org/entity/Q30906137
,embassy,Norway,Oslo Municipality,,,https://www.gov.pl/web/norwegia/,http://www.wikidata.org/entity/Q5369832
,embassy,Pakistan,Islamabad,,,http://www.islamabad.msz.gov.pl/,http://www.wikidata.org/entity/Q4374033
,embassy,People's Republic of China,Beijing,,,https://www.gov.pl/web/chiny,http://www.wikidata.org/entity/Q5369820
,consulate general,People's Republic of China,Chengdu,,,http://www.chengdu.msz.gov.pl,http://www.wikidata.org/entity/Q30908357
,consulate general,People's Republic of China,Hong Kong,,,https://www.gov.pl/web/chiny/konsulat-generalny-rp-w-hongkongu,http://www.wikidata.org/entity/Q30907977
,consulate general,People's Republic of China,Shanghai,,,http://www.szanghaj.msz.gov.pl,http://www.wikidata.org/entity/Q30907989
,embassy,Peru,Lima,,,https://www.gov.pl/web/peru,http://www.wikidata.org/entity/Q30906186
,embassy,Portugal,Lisbon,,,http://lizbona.msz.gov.pl/pl/,http://www.wikidata.org/entity/Q16528160
,embassy,Qatar,Doha,,,https://www.gov.pl/web/katar,http://www.wikidata.org/entity/Q30908312
,embassy,Romania,Bucharest,,,http://www.bukareszt.msz.gov.pl/pl/,http://www.wikidata.org/entity/Q30903829
,consulate,Russia,Irkutsk,,,http://www.irkuck.msz.gov.pl,http://www.wikidata.org/entity/Q48842844
,embassy,Russia,Moscow,,,https://www.gov.pl/web/rosja,http://www.wikidata.org/entity/Q932748
,consulate general,Russia,Saint Petersburg,,,http://sanktpetersburg.msz.gov.pl/pl/konsulat/,http://www.wikidata.org/entity/Q11743074
,Consular Agency,Russia,Smolensk,,,http://www.smolensk.msz.gov.pl,http://www.wikidata.org/entity/Q56337563
,embassy,Saudi Arabia,Riyadh,,,https://www.gov.pl/web/arabiasaudyjska,http://www.wikidata.org/entity/Q30905904
,embassy,Senegal,Dakar,,,https://www.gov.pl/web/senegal,http://www.wikidata.org/entity/Q48845603
,embassy,Serbia,Belgrade,,,http://www.belgrad.msz.gov.pl/,http://www.wikidata.org/entity/Q16485706
,embassy,Singapore,Singapore,,,https://www.gov.pl/web/singapur,http://www.wikidata.org/entity/Q30906928
,embassy,Slovakia,Bratislava,,,https://www.gov.pl/web/slowacja,http://www.wikidata.org/entity/Q9149575
,embassy,Slovenia,Ljubljana,,,https://www.gov.pl/web/slowenia,http://www.wikidata.org/entity/Q48843038
,embassy,South Africa,Pretoria,,,https://www.gov.pl/web/rpa,http://www.wikidata.org/entity/Q30908912
,embassy,South Korea,Seoul,,,https://www.gov.pl/web/hanguk,http://www.wikidata.org/entity/Q16528168
,consulate general,Spain,Les Corts,,,http://www.barcelona.msz.gov.pl,http://www.wikidata.org/entity/Q48851844
,embassy,Spain,Madrid,,,https://www.gov.pl/web/hiszpania,http://www.wikidata.org/entity/Q30906092
,embassy,Sweden,Stockholm Municipality,,,http://www.sztokholm.msz.gov.pl/,http://www.wikidata.org/entity/Q5369828
berno.amb.sekretariat@msz.gov.pl,embassy,Switzerland,Bern,,+41-31-358-02-02,https://www.gov.pl/web/schweiz,http://www.wikidata.org/entity/Q23047062
,de facto embassy,Taiwan,Xinyi District,,,https://poland.tw/,http://www.wikidata.org/entity/Q30906461
,embassy,Tanzania,Dar es Salaam,,,https://www.gov.pl/web/tanzania,http://www.wikidata.org/entity/Q107477507
bangkok.consul@msz.gov.pl,embassy,Thailand,Bangkok,,,https://www.gov.pl/web/tajlandia,http://www.wikidata.org/entity/Q30907058
,embassy,Tunisia,Tunis,,,https://www.gov.pl/web/tunezja,http://www.wikidata.org/entity/Q30906917
,embassy,Turkey,Ankara,,,https://www.gov.pl/web/turcja,http://www.wikidata.org/entity/Q30906443
,consulate general,Turkey,Istanbul,,,http://www.stambul.msz.gov.pl,http://www.wikidata.org/entity/Q30909265
,consulate general,Ukraine,Kharkiv,,,,http://www.wikidata.org/entity/Q11743071
kijow.amb.sekretariat@msz.gov.pl,embassy,Ukraine,Kyiv,,+380-44-230-0700,https://www.gov.pl/web/ukraina,http://www.wikidata.org/entity/Q1397680
,consulate,Ukraine,Lutsk,,,http://luck.msz.gov.pl/,http://www.wikidata.org/entity/Q56337144
,consulate general,Ukraine,Lviv,,,http://www.lwow.msz.gov.pl,http://www.wikidata.org/entity/Q48851847
,consulate,Ukraine,Odesa,,,http://www.odessa.msz.gov.pl,http://www.wikidata.org/entity/Q30909246
,consulate general,Ukraine,Vinnytsia,,,https://winnica.msz.gov.pl/pl/,http://www.wikidata.org/entity/Q55587221
,embassy,United Arab Emirates,Abu Dhabi,,,https://www.gov.pl/web/zea/,http://www.wikidata.org/entity/Q30905896
,consulate,United Kingdom,Belfast,,,https://www.gov.pl/web/wielkabrytania/konsulat-generalny-rp-w-belfascie,http://www.wikidata.org/entity/Q56337506
,embassy,United Kingdom,City of Westminster,,,https://www.gov.pl/web/unitedkingdom,http://www.wikidata.org/entity/Q5369825
,consulate general,United Kingdom,Manchester,,,http://www.manchester.msz.gov.pl,http://www.wikidata.org/entity/Q30908356
,consulate general,United States of America,Houston,,,https://houston.msz.gov.pl/pl/,http://www.wikidata.org/entity/Q56337517
,consulate general,United States of America,Illinois,,,,http://www.wikidata.org/entity/Q7209893
,consulate general,United States of America,Los Angeles,,,http://losangeles.msz.gov.pl/pl/,http://www.wikidata.org/entity/Q11743075
,consulate general,United States of America,New York City,,,http://www.nowyjork.msz.gov.pl/pl/,http://www.wikidata.org/entity/Q7209895
,embassy,United States of America,"Washington, D.C.",,,https://www.gov.pl/web/usa,http://www.wikidata.org/entity/Q5369830
,embassy,Uzbekistan,Tashkent,,,https://www.gov.pl/web/uzbekistan,http://www.wikidata.org/entity/Q30908309
,embassy,Venezuela,Caracas,,,https://www.gov.pl/web/wenezuela,http://www.wikidata.org/entity/Q30908358
,embassy,Vietnam,Hanoi,,,https://www.gov.pl/web/wietnam,http://www.wikidata.org/entity/Q30909355
