email,mission_type,host_country,city,address,phone,website,wikidata_qid
,consulate general,France,Pau,,,http://www.maec.es/subwebs/Consulados/Pau/es/home/Paginas/home_pau.aspx,http://www.wikidata.org/entity/Q16507566
,consulate,France,Perpignan,,,http://www.maec.es/subwebs/Consulados/Perpignan/fr/home/Paginas/home_fr_perpi%C3%B1an.aspx,http://www.wikidata.org/entity/Q16011103
,consulate general,France,Strasbourg,,,http://www.maec.es/Consulados/estrasburgo/es/home,http://www.wikidata.org/entity/Q16507572
,consulate general,France,Toulouse,,,http://www.exteriores.gob.es/Consulados/Toulouse/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q16507564
,consulate general,France,Villeurbanne,,,http://www.exteriores.gob.es/consulados/lyon,http://www.wikidata.org/entity/Q16507569
,embassy,Gabon,Libreville,,,http://www.exteriores.gob.es/Embajadas/Libreville,http://www.wikidata.org/entity/Q61998962
,embassy,Germany,,,,http://www.exteriores.gob.es/Embajadas/Berlin/,http://www.wikidata.org/entity/Q833853
,embassy,Ghana,Accra,,,http://www.exteriores.gob.es/Embajadas/Accra,http://www.wikidata.org/entity/Q61998979
,embassy,Greece,Athens,,,http://www.exteriores.gob.es/Embajadas/ATENAS,http://www.wikidata.org/entity/Q105106306
,embassy,Guatemala,Guatemala City,,,,http://www.wikidata.org/entity/Q93894058
,embassy,Guinea,,,,http://www.exteriores.gob.es/Embajadas/Conakry,http://www.wikidata.org/entity/Q61998973
,embassy,Guinea-Bissau,Bissau,,,http://www.exteriores.gob.es/Embajadas/Bissau,http://www.wikidata.org/entity/Q61998967
,embassy,Haiti,Pétion-Ville,,,http://www.exteriores.gob.es/Embajadas/PUERTOPRINCIPE,http://www.wikidata.org/entity/Q97169264
,embassy,Honduras,Tegucigalpa,,,http://www.exteriores.gob.es/Embajadas/TEGUCIGALPA,http://www.wikidata.org/entity/Q97172816
,embassy,Hungary,Budapest District VI,,,http://www.exteriores.gob.es/Embajadas/BUDAPEST/es/Embajada/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q63869482
,embassy,India,,,,http://www.exteriores.gob.es/Embajadas/NUEVADELHI,http://www.wikidata.org/entity/Q65166036
aula.yakarta@cervantes.es,embassy,Indonesia,Jakarta,,,http://www.exteriores.gob.es/Embajadas/Yakarta,http://www.wikidata.org/entity/Q61998981
,embassy,Iran,Tehran,,,http://www.exteriores.gob.es/Embajadas/TEHERAN,http://www.wikidata.org/entity/Q105106897
,embassy,Iraq,Baghdad,,,http://www.exteriores.gob.es/Embajadas/Bagdad,http://www.wikidata.org/entity/Q65165071
,embassy,Ireland,Dublin,,,http://www.exteriores.gob.es/Embajadas/DUBLIN,http://www.wikidata.org/entity/Q104780034
,embassy,Israel,Tel Aviv,,,http://www.exteriores.gob.es/Embajadas/TELAVIV,http://www.wikidata.org/entity/Q61998982
,embassy,Italy,,,,http://www.exteriores.gob.es/Embajadas/Roma/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q55101266
,consulate general,Italy,Milan,,,,http://www.wikidata.org/entity/Q110854910
,consulate general,Italy,Naples,,,,http://www.wikidata.org/entity/Q110854912
,embassy,Italy,Rome,,,,http://www.wikidata.org/entity/Q56326462
,consulate general,Italy,Rome,,,,http://www.wikidata.org/entity/Q110854920
,embassy,Ivory Coast,,,,http://www.exteriores.gob.es/Embajadas/ABIDJAN,http://www.wikidata.org/entity/Q61999060
,embassy,Jamaica,Kingston,,,http://www.exteriores.gob.es/Embajadas/Kingston/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q65165074
,embassy,Japan,,,,http://www.exteriores.gob.es/embajadas/dhaka/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q43389868
,embassy,Jordan,Amman,,,http://www.exteriores.gob.es/Embajadas/AMMAN,http://www.wikidata.org/entity/Q97171822
,embassy,Kazakhstan,Astana,,,http://www.exteriores.gob.es/Embajadas/ASTANA,http://www.wikidata.org/entity/Q62513483
,embassy,Kenya,Nairobi,,,http://www.exteriores.gob.es/Embajadas/NAIROBI,http://www.wikidata.org/entity/Q61976877
,embassy,Kingdom of Denmark,Copenhagen Municipality,,,http://www.exteriores.gob.es/Embajadas/COPENHAGUE,http://www.wikidata.org/entity/Q105105231
,embassy,Kuwait,Kuwait City,,,http://www.exteriores.gob.es/Documents/FichasPais/Kuwait_FICHA%20PAIS.pdf,http://www.wikidata.org/entity/Q61976576
,embassy,Latvia,Riga,,,http://www.exteriores.gob.es/Embajadas/RIGA,http://www.wikidata.org/entity/Q105123345
,embassy,Lebanon,Beirut,,,http://www.exteriores.gob.es/Embajadas/BEIRUT,http://www.wikidata.org/entity/Q105126947
,embassy,Libya,Tripoli,,,http://www.exteriores.gob.es/Embajadas/Tripoli/,http://www.wikidata.org/entity/Q61976578
,embassy,Lithuania,Vilnius,,,http://www.exteriores.gob.es/Embajadas/VILNIUS,http://www.wikidata.org/entity/Q105129939
,embassy,Luxembourg,Luxembourg,,,,http://www.wikidata.org/entity/Q100783964
,embassy,Malaysia,Kuala Lumpur,,,http://www.exteriores.gob.es/Embajadas/Kualalumpur/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q61999076
,embassy,Mali,,,,http://www.exteriores.gob.es/Embajadas/BAMAKO,http://www.wikidata.org/entity/Q61999079
,embassy,Malta,Ta' Xbiex,,,http://www.exteriores.gob.es/Embajadas/lavaleta/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q61999116
,embassy,Mauritania,Nouakchott,,,http://www.exteriores.gob.es/Embajadas/NOUAKCHOTT,http://www.wikidata.org/entity/Q61999099
,embassy,Mexico,,,,http://www.exteriores.gob.es/Embajadas/MEXICO,http://www.wikidata.org/entity/Q93894456
,consulate general,Mexico,Guadalajara,,,,http://www.wikidata.org/entity/Q110854638
,consulate general,Mexico,Monterrey,,,,http://www.wikidata.org/entity/Q110854662
,embassy,Montenegro,,,,,http://www.wikidata.org/entity/Q110801426
,consulate general,Morocco,Agadir,,,,http://www.wikidata.org/entity/Q110854765
,consulate general,Morocco,Casablanca,,,,http://www.wikidata.org/entity/Q110854768
,consulate general,Morocco,Larache,,,,http://www.wikidata.org/entity/Q110854839
,consulate general,Morocco,Nador,,,,http://www.wikidata.org/entity/Q110854769
,embassy,Morocco,Rabat,,,http://www.exteriores.gob.es/Embajadas/RABAT,http://www.wikidata.org/entity/Q2841587
,consulate general,Morocco,Rabat,,,,http://www.wikidata.org/entity/Q110854873
,consulate general,Morocco,Tangier,,,,http://www.wikidata.org/entity/Q110854771
,consulate general,Morocco,Tétouan,,,,http://www.wikidata.org/entity/Q110854772
,embassy,Mozambique,,,,https://www.exteriores.gob.es/Embajadas/Maputo,http://www.wikidata.org/entity/Q61999104
,embassy,Namibia,Windhoek,,,http://www.exteriores.gob.es/Embajadas/Windhoek,http://www.wikidata.org/entity/Q61999105
,consulate general,Netherlands,Amsterdam,,,,http://www.wikidata.org/entity/Q110854942
,embassy,Netherlands,The Hague,,,http://www.exteriores.gob.es/embajadas/lahaya/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q100503019
,embassy,New Zealand,,,,http://www.exteriores.gob.es/Embajadas/Wellington,http://www.wikidata.org/entity/Q62010305
,embassy,Nicaragua,Managua,,,http://www.exteriores.gob.es/Embajadas/MANAGUA,http://www.wikidata.org/entity/Q105134092
emb.niamey@maec.es,embassy,Niger,Niamey,,+227-20-75-59-61,http://www.exteriores.gob.es/embajadas/niamey/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q28477708
,embassy,Nigeria,Abuja,,,http://www.exteriores.gob.es/Embajadas/Abuja,http://www.wikidata.org/entity/Q65166311
,embassy,North Macedonia,,,,http://www.exteriores.gob.es/Embajadas/SKOPJE/,http://www.wikidata.org/entity/Q61999097
,embassy,Northern Cyprus,Nicosia,,,http://www.exteriores.gob.es/Embajadas/NICOSIA,http://www.wikidata.org/entity/Q97273789
,embassy,Norway,,,,http://www.exteriores.gob.es/embajadas/oslo/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q19389805
,embassy,Oman,Muscat,,,http://www.exteriores.gob.es/Embajadas/Mascate,http://www.wikidata.org/entity/Q65173831
,embassy,Pakistan,Islamabad,,,http://www.exteriores.gob.es/Embajadas/ISLAMABAD/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q65165083
,consulate general,Palestine,Sheikh Jarrah,,,http://www.exteriores.gob.es/consulados/jerusalen/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q100260647
,embassy,Panama,,,,http://www.exteriores.gob.es/Embajadas/Panama/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q42884487
,embassy,Paraguay,Asunción,,,http://www.exteriores.gob.es/Embajadas/ASUNCION,http://www.wikidata.org/entity/Q105135326
,consulate general,People's Republic of China,Beijing,,,,http://www.wikidata.org/entity/Q110855505
,embassy,People's Republic of China,Chaoyang District,,,http://www.exteriores.gob.es/Embajadas/PEKIN,http://www.wikidata.org/entity/Q61998954
,consulate general,People's Republic of China,Guangzhou,,,https://www.exteriores.gob.es/Consulados/canton/zh/Paginas/index.aspx,http://www.wikidata.org/entity/Q110855493
,consulate general,People's Republic of China,Hong Kong,,,https://www.exteriores.gob.es/Consulados/hongkong/zh/Paginas/index.aspx,http://www.wikidata.org/entity/Q110855498
,consulate general,People's Republic of China,Shanghai,,,https://www.exteriores.gob.es/Consulados/shanghai/zh/Paginas/index.aspx,http://www.wikidata.org/entity/Q110855502
,embassy,Peru,San Isidro,,,https://www.exteriores.gob.es/Embajadas/lima/es/Paginas/index.aspx,http://www.wikidata.org/entity/Q109312135
,embassy,Philippines,,,,https://www.exteriores.gob.es/Embajadas/manila/en/Paginas/index.aspx,http://www.wikidata.org/entity/Q65173828
,embassy,Poland,Warsaw,,+48-22-583-40-01,http://www.exteriores.gob.es/Embajadas/VARSOVIA/pl/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q11685565
,embassy,Portugal,Lisbon,,,http://www.exteriores.gob.es/Embajadas/LISBOA,http://www.wikidata.org/entity/Q105137037
,consulate general,Portugal,Lisbon,,,,http://www.wikidata.org/entity/Q110854971
,consulate general,Portugal,Porto,,,,http://www.wikidata.org/entity/Q110854959
,embassy,Qatar,,,,http://www.exteriores.gob.es/Embajadas/DOHA/,http://www.wikidata.org/entity/Q65165060
,embassy,Romania,Bucharest,,,http://www.exteriores.gob.es/Embajadas/BUCAREST,http://www.wikidata.org/entity/Q105132668
,embassy,Russia,,,,http://www.exteriores.gob.es/Embajadas/Moscu/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q4374005
,embassy,Saudi Arabia,Riyadh,,,https://www.exteriores.gob.es/Embajadas/riad,http://www.wikidata.org/entity/Q65173671
,embassy,Senegal,Dakar,,,http://www.exteriores.gob.es/Embajadas/Dakar,http://www.wikidata.org/entity/Q65173970
,embassy,Serbia,,,,http://www.exteriores.gob.es/Embajadas/BELGRADO,http://www.wikidata.org/entity/Q65173973
,embassy,Singapore,Singapore,,,http://www.exteriores.gob.es/Embajadas/Singapur,http://www.wikidata.org/entity/Q65165601
,embassy,Slovakia,,,,http://www.exteriores.gob.es/Embajadas/BRATISLAVA,http://www.wikidata.org/entity/Q53205344
,embassy,Slovenia,Ljubljana,,,http://www.exteriores.gob.es/embajadas/liubliana,http://www.wikidata.org/entity/Q65165068
,embassy,South Africa,Pretoria,,,http://www.exteriores.gob.es/Embajadas/Pretoria,http://www.wikidata.org/entity/Q65173979
,embassy,South Korea,,,,http://www.exteriores.gob.es/Embajadas/Seul,http://www.wikidata.org/entity/Q65165596
,embassy,Sudan,Khartoum,,,http://www.exteriores.gob.es/Embajadas/JARTUM,http://www.wikidata.org/entity/Q65173983
,embassy,Sweden,Stockholm,,,,http://www.wikidata.org/entity/Q10674304
emb.berna@maec.es,embassy,Switzerland,Bern,,+41-31-350-52-52,http://www.exteriores.gob.es/Embajadas/BERNA,http://www.wikidata.org/entity/Q26980176
,embassy,Syria,Damascus,,,http://www.exteriores.gob.es/Embajadas/DAMASCO/es/Embajada/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q65173834
,de facto embassy,Taiwan,,,,http://www.icex.es/icex/es/navegacion-principal/todos-nuestros-servicios/informacion-de-mercados/paises/navegacion-superior/nuestras-oficinas/camarataipei.html?idPais=TW,http://www.wikidata.org/entity/Q25059261
,embassy,Tanzania,Dar es Salaam,,,http://www.exteriores.gob.es/Embajadas/DARESSALAAM,http://www.wikidata.org/entity/Q65166045
emb.bangkok.inf@maec.es,embassy,Thailand,Bangkok,,,http://www.exteriores.gob.es/Embajadas/Bangkok,http://www.wikidata.org/entity/Q65166040
,embassy,Trinidad and Tobago,Port of Spain,,,http://www.exteriores.gob.es/Embajadas/PuertoEspana/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q65166049
,embassy,Tunisia,Tunis,,,http://www.exteriores.gob.es/Embajadas/Tunez,http://www.wikidata.org/entity/Q62017073
,embassy,Turkey,Ankara,,,http://www.exteriores.gob.es/Embajadas/ANKARA,http://www.wikidata.org/entity/Q105090107
cog.estambul.nac@maec.es,consulate general,Turkey,Istanbul,,,http://www.exteriores.gob.es/Consulados/ESTAMBUL/es/Consulado/Paginas/LocalizacionContacto.aspx,http://www.wikidata.org/entity/Q110853287
emb.kiev.cons@maec.es,embassy,Ukraine,Kyiv,,+380-44-391-3024,http://www.exteriores.gob.es/Embajadas/KIEV/uk/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q1592018
,embassy,United Arab Emirates,Emirate of Abu Dhabi,,,http://www.exteriores.gob.es/Embajadas/AbuDhabi,http://www.wikidata.org/entity/Q61998960
,embassy,United Kingdom,,,,,http://www.wikidata.org/entity/Q15379219
,consulate general,United Kingdom,Edinburgh,,,https://www.exteriores.gob.es/Consulados/edimburgo/es/Paginas/index.aspx,http://www.wikidata.org/entity/Q122828228
,embassy,United States of America,,,,http://www.exteriores.gob.es/Embajadas/WASHINGTON/es/Paginas/inicio.aspx,http://www.wikidata.org/entity/Q3817624
,consulate general,United States of America,Boston,,,,http://www.wikidata.org/entity/Q110854450
,consulate general,United States of America,Chicago,,,,http://www.wikidata.org/entity/Q110854471
,consulate general,United States of America,Houston,,,,http://www.wikidata.org/entity/Q110854490
,consulate general,United States of America,Los Angeles,,,,http://www.wikidata.org/entity/Q110854518
,consulate general,United States of America,Miami,,,,http://www.wikidata.org/entity/Q110854529
,consulate general,United States of America,New York City,,,http://www.exteriores.gob.es/consulados/nuevayork/es/serviciosconsulares/paginas/servicios-consulares-en-nueva-york.aspx,http://www.wikidata.org/entity/Q110853416
,consulate general,United States of America,San Francisco,,,,http://www.wikidata.org/entity/Q110854533
,consulate general,United States of America,San Juan,,,,http://www.wikidata.org/entity/Q110812736
,consulate general,United States of America,"Washington, D.C.",,,,http://www.wikidata.org/entity/Q110854541
,embassy,Uruguay,Montevideo,,,http://www.exteriores.gob.es/Embajadas/MONTEVIDEO,http://www.wikidata.org/entity/Q105158904
,embassy,Venezuela,Caracas,,,https://www.exteriores.gob.es/Embajadas/caracas/es/Paginas/index.aspx,http://www.wikidata.org/entity/Q105159576
,embassy,Vietnam,,,,http://www.exteriores.gob.es/Embajadas/Hanoi,http://www.wikidata.org/entity/Q62017072
,embassy,Zimbabwe,Harare,,,http://www.exteriores.gob.es/Embajadas/HARARE,http://www.wikidata.org/entity/Q62017074
